vy:0,vw:0,vy_off:0,vw_off:-0.103627,pf:0,preal:0,dy:-3,dy2:-3
vy:0.00863571,vw:0.11321,vy_off:0.00863571,vw_off:0.00958318,pf:277.885,preal:278.138,dy:0.000772791,dy2:0.00125407
vy:0.00687847,vw:0.0783036,vy_off:0.00687847,vw_off:-0.0253234,pf:278.457,preal:278.362,dy:0.000835692,dy2:0.000820792
vy:0.00812358,vw:0.11321,vy_off:0.00812358,vw_off:0.00958318,pf:279.03,preal:278.686,dy:0.00012736,dy2:0.000674244
vy:-0.000732701,vw:0.148117,vy_off:-0.000732701,vw_off:0.0444898,pf:279.03,preal:279.111,dy:0.000838323,dy2:0.000920831
vy:0.0102752,vw:0.11321,vy_off:0.0102752,vw_off:0.00958318,pf:279.603,preal:279.435,dy:0.000505918,dy2:0.000626583
vy:0.00321575,vw:0.136275,vy_off:0.00321575,vw_off:0.0326478,pf:279.603,preal:279.825,dy:0.000624793,dy2:0.00104688
vy:0.00661017,vw:0.101368,vy_off:0.00661017,vw_off:-0.00225879,pf:280.176,preal:280.116,dy:0.000727611,dy2:0.000718131
vy:0.00689989,vw:0.116962,vy_off:0.00689989,vw_off:0.0133352,pf:280.749,preal:280.451,dy:0.0002778,dy2:0.000752028
vy:0.00141544,vw:0.151869,vy_off:0.00141544,vw_off:0.0482418,pf:280.749,preal:280.886,dy:0.000898258,dy2:0.00103884
vy:0.0103969,vw:0.116962,vy_off:0.0103969,vw_off:0.0133352,pf:281.322,preal:281.221,dy:0.000841516,dy2:0.000914039
vy:0.00721354,vw:0.121152,vy_off:0.00721354,vw_off:0.0175252,pf:281.322,preal:281.568,dy:0.000729308,dy2:0.00119681
vy:0.00675221,vw:0.0862457,vy_off:0.00675221,vw_off:-0.0173813,pf:281.895,preal:281.815,dy:0.000822185,dy2:0.000809615
vy:0.00799648,vw:0.121152,vy_off:0.00799648,vw_off:0.0175252,pf:282.468,preal:282.162,dy:0.000282765,dy2:0.000768764
vy:0.00116964,vw:0.156059,vy_off:0.00116964,vw_off:0.0524318,pf:282.468,preal:282.609,dy:0.000934365,dy2:0.00107965
vy:0.0108991,vw:0.121152,vy_off:0.0108991,vw_off:0.0175252,pf:283.041,preal:282.956,dy:0.000912,dy2:0.000972664
vy:0.00792039,vw:0.116525,vy_off:0.00792039,vw_off:0.0128976,pf:283.041,preal:283.29,dy:0.000754791,dy2:0.00122859
vy:0.00686146,vw:0.081618,vy_off:0.00686146,vw_off:-0.022009,pf:283.614,preal:283.524,dy:0.000823629,dy2:0.000809443
vy:0.0079834,vw:0.116525,vy_off:0.0079834,vw_off:0.0128976,pf:284.187,preal:283.858,dy:0.000185255,dy2:0.000708046
vy:1.85979e-06,vw:0.151431,vy_off:1.85979e-06,vw_off:0.0478042,pf:284.187,preal:284.292,dy:0.000873975,dy2:0.0009817
vy:0.0104989,vw:0.116525,vy_off:0.0104989,vw_off:0.0128976,pf:284.76,preal:284.625,dy:0.000667901,dy2:0.000764118
vy:0.00509942,vw:0.128251,vy_off:0.00509942,vw_off:0.0246245,pf:284.76,preal:284.993,dy:0.000675608,dy2:0.00111872
vy:0.00669596,vw:0.0933449,vy_off:0.00669596,vw_off:-0.0102821,pf:38.4369,preal:44.1178,dy:0,dy2:0.157811
